,iteration,train loss,val_seen loss,val_seen length,val_seen nav_error,val_seen oracle success_rate,val_seen success_rate,val_seen spl,val_unseen loss,val_unseen length,val_unseen nav_error,val_unseen oracle success_rate,val_unseen success_rate,val_unseen spl
0,100,1.1880459127426148,0.9782931501215155,0.9524645520502875,9.968471610483679,0.006862745098039216,0.004901960784313725,0.003998167494026252,0.9872491399447124,0.8569900027286691,9.513973918941128,0.005108556832694764,0.002979991485738612,0.002979991485738612
1,200,0.9555834627151486,0.9775418108159847,0.6493571957343748,9.999079447857937,0.00196078431372549,0.00196078431372549,0.001349533719708364,0.9701149741808573,0.5371235180312152,9.378265149793105,0.0008514261387824606,0.0004257130693912303,0.00029970934625026007
2,300,0.94925989818573,0.9268837321888317,4.996649514685463,9.207019641132149,0.09803921568627451,0.06470588235294118,0.05819288156778355,0.9396962602933249,5.118600728625765,8.93588510626571,0.09578544061302682,0.06300553426990209,0.055104980264004996
3,400,0.9416457891464234,0.9436798095703124,4.701977253780987,8.936094440792779,0.11078431372549019,0.07450980392156863,0.06800816185777232,0.9293009638786316,4.40920261045297,8.754625456022486,0.08599404001702853,0.06641123882503193,0.0630184976607995
4,500,0.9278736209869384,0.9409576416015626,4.028582569195938,8.721822964893478,0.07450980392156863,0.06666666666666667,0.06316559759758757,0.9356575846672058,4.095233578242982,8.642779487688122,0.08812260536398467,0.07705406555981269,0.07253079821793727
5,600,0.9270486478805542,0.9281434405933726,5.015100210421017,8.718199722544613,0.11960784313725491,0.09019607843137255,0.08327125233181876,0.9358945608139037,4.532352775328455,8.611441256785342,0.09110259684972329,0.06811409110259685,0.06310479795736383
6,700,0.9280239391326903,0.9261264714327726,4.759091790969399,8.656516243318762,0.12549019607843137,0.09019607843137255,0.08496191791486818,0.928409218788147,4.339750098657149,8.608805909218374,0.08386547467007237,0.06513409961685823,0.060075813721336
7,800,0.9171655740737914,0.9109884001991965,5.346640135385268,8.447663722552877,0.13529411764705881,0.10294117647058823,0.09743925834308474,0.9336892525355021,4.926725713145045,8.477317632566066,0.09961685823754789,0.08173690932311622,0.07640456564489365
8,900,0.9141554994583132,0.8996884952891957,8.716953514378211,8.278760602976163,0.22450980392156863,0.13823529411764707,0.11856194899985459,0.9097182989120484,8.127593155739474,8.373129814414582,0.1770966368667518,0.10642826734780758,0.09093965945102442
9,1000,0.910354863166809,0.921506101434881,7.53091178254456,8.400123845201716,0.18235294117647058,0.12156862745098039,0.11126883604578983,0.9247434735298157,7.010997466445286,8.466376500263197,0.14516815666240954,0.1038739889314602,0.09257193433832471
10,1100,0.9094155778884888,0.9222556894475762,6.916143564023026,8.322532200811263,0.1843137254901961,0.12254901960784313,0.11287388726858066,0.926640745004018,6.767050462829065,8.364036327931313,0.15070242656449553,0.10600255427841634,0.09608149581126517
11,1200,0.9046760072708129,0.9221570014953614,8.170421822845935,8.025332755502745,0.2068627450980392,0.1284313725490196,0.10915336197429883,0.9258689761161806,7.584077168421613,8.370019408117198,0.16602809706257982,0.10557684120902512,0.09207798319504827
12,1300,0.9001665353775026,0.9027458537708628,7.656833164511079,8.131909370485872,0.21176470588235294,0.13333333333333333,0.1180438768825856,0.9254928588867188,7.247803925259349,8.381630161255147,0.16262239250744998,0.10344827586206896,0.09051504105010137
13,1400,0.8988484344482421,0.9099030668085271,6.80186327591512,8.159401715144378,0.18137254901960784,0.10882352941176471,0.09748918482366647,0.9348719278971355,6.395091182162219,8.34096827444548,0.14261387824606214,0.09535972754363559,0.08654122589339365
14,1500,0.896022964477539,0.906261192668568,7.817426596318826,8.060334400156348,0.22156862745098038,0.14705882352941177,0.12882878355307395,0.911699136098226,7.262340282359665,8.28130183655537,0.16049382716049382,0.10855683269476372,0.09649165320042229
15,1600,0.8962487535476684,0.9105601397427645,8.523837659334163,8.033315981092873,0.25392156862745097,0.15490196078431373,0.12994684004806575,0.9309074799219768,7.797514454081748,8.294970064154004,0.19327373350361857,0.11707109408258834,0.10060918960663871
16,1700,0.890189154624939,0.9028180555863813,8.432308118518828,8.04038465853229,0.2323529411764706,0.13823529411764707,0.1154542997901378,0.9349302530288696,7.835006017396024,8.340323892866778,0.1911451681566624,0.12473392933163048,0.10803413442345677
17,1800,0.8943740243911742,0.8915709235451438,7.823930396168197,7.785366123075858,0.23823529411764705,0.15784313725490196,0.1303816300712255,0.9195050438245138,7.2319403528227415,8.394555860818523,0.1724137931034483,0.11323967645806726,0.09764060433669247
18,1900,0.8863474349975585,0.8920725042169743,8.359480864735291,7.808317673319548,0.23921568627450981,0.153921568627451,0.12669254690983206,0.9346324721972148,7.360904801191738,8.221076734822352,0.18007662835249041,0.11409110259684972,0.09926019649029336
19,2000,0.8845479879379273,0.9004771926186301,6.8260756740056205,7.81785083075266,0.19019607843137254,0.14019607843137255,0.12377417066273612,0.9371431271235148,6.348198728469449,8.137694863584448,0.15495955725840782,0.1111111111111111,0.1005171145300293
20,2100,0.8820171384811402,0.8938827774741434,7.532247791859574,7.909956442133533,0.2284313725490196,0.15980392156862744,0.13840226558251356,0.9327574491500853,6.614277094985887,8.260666499487389,0.1685823754789272,0.10855683269476372,0.09565797051108471
21,2200,0.8766396970748902,0.909512441808527,7.501178048120139,7.794063921271907,0.2323529411764706,0.15196078431372548,0.1293225668261223,0.9301705996195476,6.9696442498881925,8.297767769765523,0.18050234142188165,0.11494252873563218,0.10348871131289361
22,2300,0.8766322813034059,0.9017229340293191,8.401965018483818,7.671618521211543,0.2735294117647059,0.18529411764705883,0.15393530877624173,0.935466166337331,7.316342744720676,8.265703282372861,0.18859088974031502,0.12303107705406556,0.10896361498065853
23,2400,0.8785852317810058,0.8867873018438165,7.735669182847906,7.685608521259134,0.2196078431372549,0.15098039215686274,0.13360899926042535,0.9212975859642029,7.079607357528648,8.126644653339946,0.18859088974031502,0.12473392933163048,0.11255614471684088
24,2500,0.8749662141799928,0.9040334007956765,7.986174814875129,7.5665852039581925,0.25098039215686274,0.1607843137254902,0.13765592443326324,0.9262680093447367,6.94137526906002,8.122263987610651,0.1911451681566624,0.13026819923371646,0.11636220562219629
25,2600,0.8696930646896361,0.8722797913984818,9.974687505710923,7.643087712623907,0.3029411764705882,0.1784313725490196,0.14292714863221026,0.9279711325963338,8.959424168114305,8.194635432387859,0.23839931885908897,0.14091102596849722,0.11515766969697873
26,2700,0.8741175117492674,0.885978941483931,9.689176458951925,7.625189824059071,0.3137254901960784,0.19411764705882353,0.15930253346603016,0.931746764977773,8.291891746215663,8.411314003659573,0.21668795232013624,0.1392081736909323,0.11700403763089633
27,2800,0.8714189395904539,0.8726202791387383,9.053831485237518,7.297066550946636,0.2901960784313726,0.19117647058823528,0.15546052034621868,0.9237762729326885,8.130706520197517,8.105585185672735,0.22264793529161345,0.13835674755214986,0.11503147223974809
28,2900,0.8688318738937376,0.8802711226723411,7.901654158576511,7.415994226463196,0.257843137254902,0.17254901960784313,0.1471685088483875,0.9354502956072489,7.351429216242903,8.063191748466325,0.20051085568326948,0.1336739037888463,0.11763157690894704
29,3000,0.8586198530197144,0.8804427580399946,8.435711978741725,7.341945790258915,0.26372549019607844,0.17254901960784313,0.14825341966201236,0.936446205774943,7.727423310855607,7.938939346090896,0.21115368241805024,0.140485312899106,0.12310996062310217
30,3100,0.8669054450988769,0.8767773108048872,8.791854533697586,7.23750378192554,0.29705882352941176,0.19509803921568628,0.16509519956144256,0.9229120413462321,7.768178960076968,8.051220344881761,0.21839080459770116,0.14389101745423585,0.12487888828890353
31,3200,0.8614425916671752,0.8850883917375044,7.525608944305268,7.132990396923701,0.2696078431372549,0.19019607843137254,0.16834775355643117,0.9471298098564148,6.4608705703349285,7.991652376410989,0.1809280544912729,0.13580246913580246,0.12244034396016248
32,3300,0.8602943792343138,0.8813874418085272,7.520225445479945,7.18000988701948,0.2549019607843137,0.18529411764705883,0.1652200174624239,0.9396808703740437,6.846019823457256,7.966453593984747,0.1966794380587484,0.14218816517667093,0.1296526342509207
33,3400,0.8558238267898559,0.8904969475486062,8.14734106987674,7.2425543682297455,0.3088235294117647,0.21666666666666667,0.1885940526368243,0.9436072826385499,7.351600564549459,8.146723922686334,0.20136228182205193,0.14431673052362706,0.12570246895625395
34,3500,0.8506237649917603,0.9004353263161399,8.07500642118046,7.0843496344282775,0.28921568627450983,0.20098039215686275,0.17471111163969066,0.9341395815213521,7.032060959409341,7.9973307846817985,0.18220519369944657,0.13111962537249894,0.11639546800801803
35,3600,0.8522036085128784,0.8758868130770597,8.970782544933424,7.106780112030863,0.3107843137254902,0.2,0.17216034353463044,0.9358415126800536,7.990993994217072,8.024356648747013,0.22009365687526608,0.14644529587058322,0.1231291859254615
36,3700,0.8526577372550964,0.8774551218206231,9.357807367606522,7.273505159289961,0.3127450980392157,0.20784313725490197,0.17324510554682881,0.9414693554242453,8.502930129436455,8.215594542796785,0.2303107705406556,0.1447424435930183,0.11994939638742474
37,3800,0.8486654000282289,0.889498910036954,10.511698671783648,7.0991227300755275,0.3627450980392157,0.23039215686274508,0.18521784899476051,0.9435449481010437,9.16224076676547,8.060978936072853,0.25372498935717325,0.16645381013197105,0.13599327045383341
38,3900,0.8512866220474241,0.8749369621276855,8.937124726060748,6.889252179412983,0.32941176470588235,0.2284313725490196,0.19554074441504155,0.9288930813471477,7.9032285024082265,8.059202136144842,0.22435078756917837,0.1558109833971903,0.13498737682686535
39,4000,0.8517082448005676,0.8896553039550782,7.8137977227869255,7.08888191138989,0.2803921568627451,0.19901960784313724,0.17588803759375668,0.962122090657552,6.921461986945695,7.9934358540234856,0.18901660280970625,0.13282247765006386,0.11861392079050774
40,4100,0.8454364051818848,0.870279684933749,8.826983360690626,6.943448329142947,0.3411764705882353,0.2196078431372549,0.19043673347173462,0.9453349312146505,7.510777355751245,7.916045549306741,0.2473392933163048,0.1839080459770115,0.1644451690644302
41,4200,0.8510414338111878,0.86937857541171,9.394750890732782,6.95859279138808,0.3303921568627451,0.2019607843137255,0.16776780207290792,0.9497536738713582,8.299317347573895,7.972506649696164,0.24010217113665389,0.16475095785440613,0.13631887736260992
42,4300,0.8426629414558411,0.8818837686018511,10.0839395515299,6.957481270010271,0.3568627450980392,0.2284313725490196,0.18261280364796892,0.9456197102864584,8.351795578081692,7.923974626866059,0.2613878246062154,0.17071094082588337,0.14052959383483632
43,4400,0.8447162780761718,0.8827215888283468,9.312168777111335,6.903178626288588,0.3558823529411765,0.23921568627450981,0.2016518285105728,0.9422830303510029,8.039324713008302,7.950490842166941,0.23669646658152405,0.16219667943805874,0.13989124749745632
44,4500,0.8405871095657348,0.8773558269847523,9.641865931560694,6.9822131906064255,0.34411764705882353,0.21862745098039216,0.18031148635149785,0.9567386468251547,8.03388307167041,7.910726434834688,0.23116219667943805,0.1528309919114517,0.1293785475922656
45,4600,0.8336167955398559,0.8823738705028187,10.07686973663179,6.622497734258055,0.3941176470588235,0.24901960784313726,0.20285055382761422,0.9560593843460082,8.139227163494084,7.802216826333078,0.26436781609195403,0.1783737760749255,0.15116598126252134
46,4700,0.8368533492088318,0.867655086517334,9.315535852384189,6.8275729269432395,0.3588235294117647,0.22156862745098038,0.1832225247369215,0.953276304403941,7.988401341993819,8.000041966523593,0.23754789272030652,0.17071094082588337,0.14466192868300964
47,4800,0.8306205229759216,0.8818321228027345,9.40835449741877,6.759366811966456,0.3656862745098039,0.24411764705882352,0.2004475151190879,0.9607757528622946,7.859662630355817,7.951100269399449,0.23754789272030652,0.1673052362707535,0.14157912705302553
48,4900,0.837795207977295,0.8799857399680399,9.809893872461533,6.893968240988608,0.36764705882352944,0.22745098039215686,0.18675096475090866,0.957951823870341,8.298936493759358,7.976250152889558,0.2503192848020434,0.1724137931034483,0.14311834137363977
49,5000,0.8318691129684449,0.8717375061728738,9.15231362379043,6.698325916977739,0.36176470588235293,0.2372549019607843,0.2027437194515919,0.9592816988627115,7.551742584969811,7.917695809211915,0.24308216262239252,0.17326521924223073,0.15089628481330253
50,5100,0.8315563588142395,0.8680645249106668,8.350613845158035,6.657707063328096,0.3323529411764706,0.22941176470588234,0.20012260324945805,0.9377867182095846,6.721619869384543,7.807299429698206,0.21839080459770116,0.17369093231162197,0.1562947212664085
51,5200,0.8277940211296082,0.8822811126708985,9.143951955835925,6.676802554864229,0.3588235294117647,0.23627450980392156,0.20134689056533167,0.9563223123550415,7.546739925937841,7.922797929876609,0.22988505747126436,0.15921668795232014,0.13780526013437103
52,5300,0.8303593773841859,0.8767888936129483,10.083441764089242,6.604984663063936,0.3911764705882353,0.26176470588235295,0.2125860404826958,0.9627020080884298,8.37648574659295,7.900346075907176,0.26053639846743293,0.17794806300553426,0.1496017481592439
53,5400,0.8253010630607607,0.8716523603959518,9.360651560925097,6.667294733799108,0.36176470588235293,0.25588235294117645,0.21769446966609574,0.9535121321678162,7.640107022750727,7.89938558757669,0.24521072796934865,0.16091954022988506,0.13839704372858444
54,5500,0.8277061214447019,0.8771833419799805,8.968626209134156,6.7157678729729335,0.3568627450980392,0.24215686274509804,0.20748939606502345,0.9736554741859437,7.39395821601895,7.772926442912241,0.23797360578969776,0.17071094082588337,0.148728960119567
55,5600,0.8273170280456541,0.8731202298944646,8.875933497799316,6.508986196534477,0.3607843137254902,0.25098039215686274,0.21746252470416838,0.9515471617380777,7.06644180063432,7.89490465666096,0.2205193699446573,0.16560238399318858,0.14642419945938895
56,5700,0.8203245248794553,0.8762277776544743,10.054935954022707,6.665810702551727,0.4088235294117647,0.26372549019607844,0.2254261587747689,0.9748541712760925,8.36041389485079,7.754621299780641,0.2779906343124734,0.20391656023839932,0.17240079286299598
57,5800,0.8186095051765442,0.8638621590354224,9.253270757269917,6.672691378515033,0.3656862745098039,0.26372549019607844,0.22401616397926716,0.9610921661059061,7.758752669127899,7.874650234325396,0.24265644955300128,0.18050234142188165,0.1566778043886259
58,5900,0.8215888381004333,0.8566313830288973,9.737959852061657,6.520241368260538,0.40294117647058825,0.2754901960784314,0.23289866697632908,0.9551869511604308,8.149904506565402,7.680242077072547,0.2664963814389102,0.1894423158790975,0.16189741460049084
59,6000,0.8203059821128843,0.8611776091835716,10.194942636655492,6.298990859341724,0.4166666666666667,0.2911764705882353,0.24033313619242694,0.967324415842692,8.299628795205946,7.70202177158664,0.26394210302256277,0.19029374201787994,0.1586346213424672
60,6100,0.8135632090568542,0.866736620122736,9.781433664994614,6.526454661914179,0.40098039215686276,0.2803921568627451,0.23446365161165095,0.9583569169044495,7.978308947999186,7.837923078513797,0.2554278416347382,0.18986802894848873,0.1628561407783387
61,6200,0.8200335950851444,0.8824541091918946,9.548920866247693,6.58148980811147,0.37058823529411766,0.2411764705882353,0.2072586582313398,0.9741905450820925,7.851124283083802,7.672475808961622,0.25798212005108556,0.18773946360153257,0.16273339174331033
62,6300,0.8141010923385621,0.8682623603127219,9.605047655053674,6.495944633107402,0.39215686274509803,0.27941176470588236,0.23864313991492725,0.9618956327438353,7.912949356745701,7.796614202912461,0.2554278416347382,0.1936994465730098,0.16746251828193065
63,6400,0.8115808205604553,0.8809225775978781,9.392849419688238,6.497953073034118,0.39509803921568626,0.27156862745098037,0.23131150405655526,0.9759720087051392,7.798799262716763,7.810691117248805,0.26394210302256277,0.19625372498935717,0.16860348441725942
